0.000000000000000000e+00,2.346849441528320312e-02,-4.703034758567810059e-01,1.374495267868041992e+00
0.000000000000000000e+00,8.399281501770019531e-01,-8.883950710296630859e-01,1.889864683151245117e+00
0.000000000000000000e+00,2.777570486068725586e-02,-4.768768250942230225e-01,1.386363506317138672e+00
0.000000000000000000e+00,3.179949522018432617e-02,-4.778208434581756592e-01,1.385429024696350098e+00
0.000000000000000000e+00,2.686667442321777344e-02,-4.794509410858154297e-01,1.380179524421691895e+00
0.000000000000000000e+00,9.888645410537719727e-01,-5.304133892059326172e-01,1.012594938278198242e+00
0.000000000000000000e+00,2.472960948944091797e-02,-4.978974163532257080e-01,1.360694169998168945e+00
0.000000000000000000e+00,9.546631574630737305e-01,-9.053193926811218262e-01,1.101418375968933105e+00
0.000000000000000000e+00,2.006131410598754883e-02,-4.704551696777343750e-01,1.375495672225952148e+00
0.000000000000000000e+00,2.943921089172363281e-02,-4.769913852214813232e-01,1.383506536483764648e+00
0.000000000000000000e+00,4.161405563354492188e-02,-5.104135274887084961e-01,1.367843627929687500e+00
0.000000000000000000e+00,3.760951757431030273e-02,-4.777993261814117432e-01,1.387669801712036133e+00
0.000000000000000000e+00,2.488911151885986328e-02,-4.788912534713745117e-01,1.384327411651611328e+00
0.000000000000000000e+00,-5.587173700332641602e-01,-1.190898418426513672e+00,1.614827394485473633e+00
0.000000000000000000e+00,3.364425897598266602e-02,-4.809164404869079590e-01,1.383538961410522461e+00
0.000000000000000000e+00,2.221643924713134766e-02,-4.703140854835510254e-01,1.373829126358032227e+00
0.000000000000000000e+00,2.516335248947143555e-02,-4.812144041061401367e-01,1.386884927749633789e+00
0.000000000000000000e+00,2.062845230102539062e-02,-4.762106537818908691e-01,1.386623144149780273e+00
0.000000000000000000e+00,2.201771736145019531e-02,-4.526590704917907715e-01,1.376036524772644043e+00
0.000000000000000000e+00,2.828723192214965820e-02,-4.806952476501464844e-01,1.383998990058898926e+00
0.000000000000000000e+00,1.610785722732543945e-02,-4.671449065208435059e-01,1.376817464828491211e+00
0.000000000000000000e+00,4.576814174652099609e-02,-5.381034612655639648e-01,1.390375375747680664e+00
0.000000000000000000e+00,2.497738599777221680e-02,-4.532458782196044922e-01,1.373209953308105469e+00
0.000000000000000000e+00,2.931994199752807617e-02,-4.617407917976379395e-01,1.379453182220458984e+00
0.000000000000000000e+00,1.491957902908325195e-02,-4.771566390991210938e-01,1.375533819198608398e+00
0.000000000000000000e+00,3.217816352844238281e-02,-4.868750572204589844e-01,1.395892858505249023e+00
0.000000000000000000e+00,2.081650495529174805e-02,-4.560119509696960449e-01,1.384918808937072754e+00
0.000000000000000000e+00,3.560733795166015625e-02,-4.796276688575744629e-01,1.382556676864624023e+00
0.000000000000000000e+00,1.157587766647338867e-02,-4.550557136535644531e-01,1.368299007415771484e+00
0.000000000000000000e+00,2.505171298980712891e-02,-4.760680496692657471e-01,1.386557340621948242e+00
0.000000000000000000e+00,8.184632062911987305e-01,-8.257355690002441406e-01,1.821390867233276367e+00
0.000000000000000000e+00,2.329361438751220703e-02,-4.718615412712097168e-01,1.379467487335205078e+00
